title,sku,status,type,regular_price,description,categories,images
00-KP005CR,00-KP005CR,publish,simple,23,00-KP005CR,60,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-KP020BK,00-KP020BK,publish,simple,24,00-KP020BK,61,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-KP020BK,00-KP020BK,publish,simple,25,00-KP020BK,62,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-LEGWALLET,00-LEGWALLET,publish,simple,26,00-LEGWALLET,63,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-LUBL21BR,00-LUBL21BR,publish,simple,27,00-LUBL21BR,64,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-LUL SHOP2,00-LUL SHOP2,publish,simple,28,00-LUL SHOP2,65,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-LUL TOT,00-LUL TOT,publish,simple,29,00-LUL TOT,66,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-LULSHOPZ,00-LULSHOPZ,publish,simple,30,00-LULSHOPZ,67,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-MUNDI RIO-BR,00-MUNDI RIO-BR,publish,simple,31,00-MUNDI RIO-BR,68,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-MUNDIBIGFATCRBK,00-MUNDIBIGFATCRBK,publish,simple,32,00-MUNDIBIGFATCRBK,69,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-MUNDIBIGFATCRBK,00-MUNDIBIGFATCRBK,publish,simple,33,00-MUNDIBIGFATCRBK,70,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-MUNDIRIO2ZIPPERBK,00-MUNDIRIO2ZIPPERBK,publish,simple,34,00-MUNDIRIO2ZIPPERBK,71,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-MUNDIRIOBK,00-MUNDIRIOBK,publish,simple,35,00-MUNDIRIOBK,72,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-MUNDIRIOBK,00-MUNDIRIOBK,publish,simple,36,00-MUNDIRIOBK,73,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-MUNDIRIOBK,00-MUNDIRIOBK,publish,simple,37,00-MUNDIRIOBK,74,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-MUNDIRIOBK,00-MUNDIRIOBK,publish,simple,38,00-MUNDIRIOBK,75,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-MUNDIRIOBK,00-MUNDIRIOBK,publish,simple,39,00-MUNDIRIOBK,76,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-MUNDIRIOMIX,00-MUNDIRIOMIX,publish,simple,40,00-MUNDIRIOMIX,77,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-NAUTICA B1-BR,00-NAUTICA B1-BR,publish,simple,41,00-NAUTICA B1-BR,78,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-NAUTICA B1-TN,00-NAUTICA B1-TN,publish,simple,42,00-NAUTICA B1-TN,79,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-RANGER-BK,00-RANGER-BK,publish,simple,43,00-RANGER-BK,80,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-RANGERBK,00-RANGERBK,publish,simple,44,00-RANGERBK,81,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-READING GLASSES W/L,00-READING GLASSES W/L,publish,simple,45,00-READING GLASSES W/L,82,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-RFID-IDBOARDINGPASS,00-RFID-IDBOARDINGPASS,publish,simple,46,00-RFID-IDBOARDINGPASS,83,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-RUNLITEPACK,00-RUNLITEPACK,publish,simple,47,00-RUNLITEPACK,84,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-SUPERWALLETBD,00-SUPERWALLETBD,publish,simple,48,00-SUPERWALLETBD,85,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-SUPERWALLETBR,00-SUPERWALLETBR,publish,simple,49,00-SUPERWALLETBR,86,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-TOMMY B1-TN,00-TOMMY B1-TN,publish,simple,50,00-TOMMY B1-TN,87,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-TOMMY BI-BR,00-TOMMY BI-BR,publish,simple,51,00-TOMMY BI-BR,88,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-TOMMYBIBK,00-TOMMYBIBK,publish,simple,52,00-TOMMYBIBK,89,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-TOMMYBIBR,00-TOMMYBIBR,publish,simple,53,00-TOMMYBIBR,90,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-TOMMYRANGER,00-TOMMYRANGER,publish,simple,54,00-TOMMYRANGER,91,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-TRAVELONFOLDINGFAN,00-TRAVELONFOLDINGFAN,publish,simple,55,00-TRAVELONFOLDINGFAN,92,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-TRAVELONFOLDINGFAN,00-TRAVELONFOLDINGFAN,publish,simple,56,00-TRAVELONFOLDINGFAN,93,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-VS-SKTB001,00-VS-SKTB001,publish,simple,57,00-VS-SKTB001,94,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-VS-SKTB001,00-VS-SKTB001,publish,simple,58,00-VS-SKTB001,95,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-VS-SKTB004,00-VS-SKTB004,publish,simple,59,00-VS-SKTB004,96,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-VS-SKTB006,00-VS-SKTB006,publish,simple,60,00-VS-SKTB006,97,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
00-VS-SKTB006,00-VS-SKTB006,publish,simple,61,00-VS-SKTB006,98,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,62,001BK,99,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,63,001BK,100,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,64,001BK,101,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,65,001BK,102,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,66,001BK,103,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,67,001BK,104,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,68,001BK,105,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,69,001BK,106,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,70,001BK,107,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,71,001BK,108,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,72,001BK,109,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,73,001BK,110,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,74,001BK,111,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,75,001BK,112,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,76,001BK,113,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,77,001BK,114,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,78,001BK,115,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,79,001BK,116,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,80,001BK,117,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,81,001BK,118,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,82,001BK,119,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,83,001BK,120,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,84,001BK,121,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,85,001BK,122,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,86,001BK,123,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,87,001BK,124,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,88,001BK,125,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,89,001BK,126,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,90,001BK,127,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,91,001BK,128,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,92,001BK,129,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,93,001BK,130,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,94,001BK,131,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,95,001BK,132,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,96,001BK,133,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,97,001BK,134,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,98,001BK,135,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,99,001BK,136,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,100,001BK,137,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,101,001BK,138,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,102,001BK,139,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,103,001BK,140,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,104,001BK,141,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,105,001BK,142,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,106,001BK,143,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,107,001BK,144,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,108,001BK,145,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,109,001BK,146,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,110,001BK,147,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,111,001BK,148,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,112,001BK,149,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
001BK,001BK,publish,simple,113,001BK,150,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
002BK,002BK,publish,simple,114,002BK,151,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
002BK,002BK,publish,simple,115,002BK,152,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
002BR,002BR,publish,simple,116,002BR,153,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
002BR,002BR,publish,simple,117,002BR,154,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
002BR,002BR,publish,simple,118,002BR,155,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
002BR,002BR,publish,simple,119,002BR,156,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
002BR,002BR,publish,simple,120,002BR,157,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
002BR,002BR,publish,simple,121,002BR,158,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
002BR,002BR,publish,simple,122,002BR,159,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
003BK,003BK,publish,simple,123,003BK,160,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
003BK,003BK,publish,simple,124,003BK,161,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
003BK,003BK,publish,simple,125,003BK,162,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
005BK,005BK,publish,simple,126,005BK,163,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
005BK,005BK,publish,simple,127,005BK,164,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
005BK,005BK,publish,simple,128,005BK,165,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
005BK,005BK,publish,simple,129,005BK,166,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
005BK,005BK,publish,simple,130,005BK,167,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
005BK,005BK,publish,simple,131,005BK,168,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
005BK,005BK,publish,simple,132,005BK,169,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
005BK,005BK,publish,simple,133,005BK,170,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
005BK,005BK,publish,simple,134,005BK,171,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
005BK,005BK,publish,simple,135,005BK,172,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
005BK,005BK,publish,simple,136,005BK,173,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
005BK,005BK,publish,simple,137,005BK,174,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
005BK,005BK,publish,simple,138,005BK,175,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
005BK,005BK,publish,simple,139,005BK,176,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
005BK,005BK,publish,simple,140,005BK,177,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
005BK,005BK,publish,simple,141,005BK,178,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
005BK,005BK,publish,simple,142,005BK,179,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
005BK,005BK,publish,simple,143,005BK,180,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
005BK,005BK,publish,simple,144,005BK,181,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
005BK,005BK,publish,simple,145,005BK,182,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
005BK,005BK,publish,simple,146,005BK,183,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
005BK,005BK,publish,simple,147,005BK,184,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
005BK,005BK,publish,simple,148,005BK,185,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
005BK,005BK,publish,simple,149,005BK,186,http://demo.woothemes.com/woocommerce/wp-content/uploads/sites/56/2013/06/T_2_back.jpg
